Province,EMIS,Centre Name,Exam Number,Type of Achievement,Subj Code 1,Subj Name 1,Subj Code 2,Subj Name 2,Subj Code 3,Subj Name 3,Subj Code 4,Subj Name 4,Subj Code 5,Subj Name 5,Subj Code 6,Subj Name 6,Subj Code 7,Subj Name 7,Subj Code 8,Subj Name 8
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460078,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460079,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460080,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460082,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460084,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460085,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460086,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460087,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460089,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460090,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460091,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460093,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460094,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460095,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460097,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460098,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460099,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460100,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460101,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460102,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460106,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460107,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460110,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460111,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460112,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460113,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460115,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460116,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460119,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460121,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460123,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460124,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460126,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460127,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460131,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460132,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460133,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460135,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460136,Admission to Bachelor Degree,SETHL,Setswana Home Language,MLIT,Mathematical Literacy,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460137,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460138,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460139,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460140,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460142,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460143,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460144,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460146,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460147,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460148,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460149,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460151,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460153,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460154,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460155,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460157,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460158,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460159,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460160,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460161,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460164,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460165,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460166,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460167,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460168,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460169,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460170,Admission to Higher Certificate,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9162146,REEBONE SEC SCHOOL,9251621460173,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720001,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720002,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720003,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720004,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720005,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720006,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720007,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720008,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720009,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720010,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162172,SWARTRUGGENS COMBINED,9251621720011,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180001,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180002,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180003,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180004,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180005,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180006,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180007,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180008,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180009,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180010,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180011,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180012,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180013,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180014,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180015,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180017,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180018,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180019,Admission to Bachelor Degree,SETHL,Setswana Home Language,AFRSA,Afrikaans Second Addition,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180021,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180022,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180023,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180024,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180025,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180026,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180027,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180028,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180029,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180030,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180031,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180032,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180033,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180034,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180035,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180036,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180037,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180038,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180039,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180040,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180041,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180042,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180043,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180044,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180046,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180047,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180048,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180049,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180050,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180051,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180052,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180053,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180055,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180056,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180057,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180058,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180059,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180060,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180061,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180062,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180063,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180064,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180065,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180066,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180067,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9162218,MOEDWIL SECONDARY SCHOOL,9251622180068,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110001,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110002,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110003,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110004,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110005,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110006,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110007,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110008,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110009,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110010,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110011,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110012,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110013,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110014,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110015,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205011,BOSKUIL COMBINED SCHOOL,9252050110016,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280001,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280002,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280003,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280004,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280005,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280006,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280008,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280009,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280010,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280012,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280013,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280014,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280015,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280016,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280017,Admission to Diploma,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280018,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280019,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280020,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280021,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280023,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280024,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280025,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280026,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280027,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280028,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280029,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280030,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280031,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280032,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280033,Admission to Bachelor Degree,SETHL,Setswana Home Language,BSTD,Business Studies,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280034,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280035,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280036,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280037,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280038,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280039,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280040,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280042,Admission to Bachelor Degree,SETHL,Setswana Home Language,MLIT,Mathematical Literacy,BSTD,Business Studies,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280043,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280045,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280046,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280047,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280048,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280049,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280050,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280054,Admission to Bachelor Degree,SETHL,Setswana Home Language,GEOG,Geography,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280055,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280056,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280057,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280058,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9205028,GATELAPELE SECONDARY SCHOOL,9252050280059,Admission to Diploma,,,,,,,,,,,,,,,,
